Jugadora,Mes,Fecha,Tipo,DistTotal_m,DistAltaVel_m,Sprints,Acel_Alta,Decel_Alta,CargaMetabolica,DistPorMin
Esther Banini Valls,August,2025-08-24,P,11656,928,17,30,15,14570,122.7
Amaia Gutiérrez Peña,August,2025-08-24,P,13933,1615,16,22,48,17417,146.67
Lucía Rodríguez Szymanowski,August,2025-08-24,P,12634,1111,10,26,58,15792,132.99
Sheila Vidal Gabarro,August,2025-08-24,P,12972,1019,19,50,55,16216,136.56
Enith Landaluze Goiria,August,2025-08-24,P,14742,1534,22,33,37,18427,155.18
Lorena Méndez Molina,August,2025-08-24,P,11638,637,18,51,52,14548,122.51
Garazi Iraia Díaz,August,2025-08-24,P,15152,955,27,31,48,18940,159.5
Enith Urruzola Elexpuru,August,2025-08-24,P,13906,792,20,19,49,17383,146.39
Amaiur Putellas Sampedro,August,2025-08-24,P,14544,1584,11,20,58,18180,153.1
Garazi Gil Padrón,August,2025-08-24,P,13640,1087,1,29,45,17051,143.59
Adriana Putellas Coll,August,2025-08-24,P,14751,1722,6,11,39,18439,155.28
Lola Zubeldia Ojeda,August,2025-08-24,P,15323,1012,20,36,35,19154,161.3
Inés Rius Badiola,August,2025-08-25,E,2109,184,6,33,19,2636,28.12
Berta Damaris Zubeldia,August,2025-08-25,E,3304,315,7,23,25,4130,44.05
Triana Duggan Cano,August,2025-08-25,E,5604,391,6,49,14,7006,74.73
Feller Caldentey Rubio,August,2025-08-25,E,6223,739,2,55,39,7779,82.99
Olga Sampedro Méndez,August,2025-08-25,E,5222,516,0,26,47,6527,69.63
Esther Banini Valls,August,2025-08-25,E,5894,506,0,43,19,7367,78.59
Amaia Gutiérrez Peña,August,2025-08-25,E,7616,890,7,49,43,9520,101.56
Lucía Rodríguez Szymanowski,August,2025-08-25,E,6788,669,7,33,40,8485,90.51
Sheila Vidal Gabarro,August,2025-08-25,E,6883,672,0,56,36,8604,91.79
Enith Landaluze Goiria,August,2025-08-25,E,7121,752,5,16,15,8901,94.95
Lorena Méndez Molina,August,2025-08-25,E,6275,743,5,33,32,7844,83.68
Ivana Pujol Muñoz,August,2025-08-25,E,6691,661,6,23,50,8364,89.22
Garazi Iraia Díaz,August,2025-08-25,E,6773,786,4,44,10,8466,90.31
Amaiur Putellas Sampedro,August,2025-08-25,E,6654,610,2,57,53,8318,88.73
Garazi Gil Padrón,August,2025-08-25,E,6331,418,6,32,48,7914,84.42
Adriana Putellas Coll,August,2025-08-25,E,6994,518,2,37,49,8742,93.26
Lola Zubeldia Ojeda,August,2025-08-25,E,7261,579,6,59,44,9076,96.82
Inés Rius Badiola,August,2025-08-26,E,3011,151,1,45,36,3763,40.15
Berta Damaris Zubeldia,August,2025-08-26,E,2401,134,1,29,53,3001,32.01
Triana Duggan Cano,August,2025-08-26,E,5499,496,7,57,27,6874,73.33
Feller Caldentey Rubio,August,2025-08-26,E,5445,486,5,59,59,6806,72.6
Olga Sampedro Méndez,August,2025-08-26,E,5178,330,2,15,37,6472,69.04
Esther Banini Valls,August,2025-08-26,E,5321,627,7,44,17,6651,70.95
Amaia Gutiérrez Peña,August,2025-08-26,E,7430,392,2,24,50,9288,99.08
Lucía Rodríguez Szymanowski,August,2025-08-26,E,6590,745,2,24,16,8237,87.87
Sheila Vidal Gabarro,August,2025-08-26,E,6362,428,6,18,33,7953,84.84
Enith Landaluze Goiria,August,2025-08-26,E,6982,473,4,13,21,8728,93.1
Lorena Méndez Molina,August,2025-08-26,E,5777,525,1,54,16,7221,77.03
Ivana Pujol Muñoz,August,2025-08-26,E,7141,642,7,27,33,8927,95.22
Garazi Iraia Díaz,August,2025-08-26,E,6856,480,1,14,19,8570,91.41
Enith Urruzola Elexpuru,August,2025-08-26,E,7182,698,5,59,57,8978,95.77
Amaiur Putellas Sampedro,August,2025-08-26,E,6742,416,4,12,30,8427,89.9
Garazi Gil Padrón,August,2025-08-26,E,7234,594,4,19,14,9043,96.47
Adriana Putellas Coll,August,2025-08-26,E,6932,470,2,23,31,8665,92.44
Lola Zubeldia Ojeda,August,2025-08-26,E,7382,652,6,36,59,9228,98.44
Inés Rius Badiola,August,2025-08-27,E,3099,317,3,19,47,3873,41.32
Triana Duggan Cano,August,2025-08-27,E,5628,499,7,46,36,7035,75.04
Feller Caldentey Rubio,August,2025-08-27,E,5349,506,6,43,36,6687,71.33
Olga Sampedro Méndez,August,2025-08-27,E,5170,613,5,33,11,6463,68.94
Esther Banini Valls,August,2025-08-27,E,5630,476,2,22,49,7038,75.08
Amaia Gutiérrez Peña,August,2025-08-27,E,6632,672,7,15,24,8291,88.44
Lucía Rodríguez Szymanowski,August,2025-08-27,E,6919,771,6,31,25,8648,92.25
Sheila Vidal Gabarro,August,2025-08-27,E,6319,421,3,13,11,7899,84.26
Enith Landaluze Goiria,August,2025-08-27,E,7204,395,2,23,22,9005,96.06
Lorena Méndez Molina,August,2025-08-27,E,6026,532,5,56,32,7532,80.35
Ivana Pujol Muñoz,August,2025-08-27,E,6512,415,7,11,40,8140,86.84
Garazi Iraia Díaz,August,2025-08-27,E,7698,445,2,12,21,9622,102.65
Enith Urruzola Elexpuru,August,2025-08-27,E,7501,864,5,10,47,9376,100.02
Amaiur Putellas Sampedro,August,2025-08-27,E,7661,504,7,43,35,9576,102.15
Garazi Gil Padrón,August,2025-08-27,E,7229,468,2,46,16,9036,96.39
Adriana Putellas Coll,August,2025-08-27,E,7031,396,7,28,27,8789,93.75
Lola Zubeldia Ojeda,August,2025-08-27,E,6820,817,5,23,11,8525,90.94
Inés Rius Badiola,August,2025-08-28,E,3123,224,7,10,43,3903,41.64
Berta Damaris Zubeldia,August,2025-08-28,E,2638,290,2,41,27,3297,35.17
Triana Duggan Cano,August,2025-08-28,E,5689,399,7,25,54,7111,75.86
Feller Caldentey Rubio,August,2025-08-28,E,4919,399,6,20,49,6149,65.59
Olga Sampedro Méndez,August,2025-08-28,E,5628,495,1,29,56,7035,75.05
Esther Banini Valls,August,2025-08-28,E,5527,631,3,51,48,6909,73.7
Amaia Gutiérrez Peña,August,2025-08-28,E,6542,674,2,40,44,8178,87.23
Lucía Rodríguez Szymanowski,August,2025-08-28,E,6933,625,1,52,34,8666,92.44
Sheila Vidal Gabarro,August,2025-08-28,E,6476,440,7,17,47,8095,86.35
Enith Landaluze Goiria,August,2025-08-28,E,6834,608,1,28,45,8543,91.13
Lorena Méndez Molina,August,2025-08-28,E,5564,561,5,17,58,6955,74.19
Ivana Pujol Muñoz,August,2025-08-28,E,7664,900,7,52,58,9580,102.19
Garazi Iraia Díaz,August,2025-08-28,E,7493,530,4,36,28,9366,99.91
Enith Urruzola Elexpuru,August,2025-08-28,E,7228,479,7,44,41,9036,96.39
Amaiur Putellas Sampedro,August,2025-08-28,E,6988,599,3,55,43,8736,93.18
Garazi Gil Padrón,August,2025-08-28,E,7143,542,2,34,12,8929,95.25
Adriana Putellas Coll,August,2025-08-28,E,6753,346,7,43,35,8441,90.04
Lola Zubeldia Ojeda,August,2025-08-28,E,6404,750,5,25,48,8005,85.39
Inés Rius Badiola,August,2025-08-29,E,3498,236,6,53,22,4372,46.64
Berta Damaris Zubeldia,August,2025-08-29,E,3432,257,7,25,25,4290,45.76
Triana Duggan Cano,August,2025-08-29,E,4909,452,6,44,46,6137,65.46
Feller Caldentey Rubio,August,2025-08-29,E,5959,442,1,16,22,7448,79.45
Olga Sampedro Méndez,August,2025-08-29,E,5007,422,5,32,26,6259,66.77
Amaia Gutiérrez Peña,August,2025-08-29,E,7061,625,0,54,48,8826,94.15
Lucía Rodríguez Szymanowski,August,2025-08-29,E,6629,763,1,43,35,8287,88.4
Sheila Vidal Gabarro,August,2025-08-29,E,6573,672,7,40,45,8217,87.65
Lorena Méndez Molina,August,2025-08-29,E,5484,441,4,42,14,6855,73.13
Ivana Pujol Muñoz,August,2025-08-29,E,7410,567,0,31,22,9262,98.8
Garazi Iraia Díaz,August,2025-08-29,E,6940,414,0,10,25,8676,92.55
Enith Urruzola Elexpuru,August,2025-08-29,E,6844,718,4,57,50,8555,91.26
Amaiur Putellas Sampedro,August,2025-08-29,E,6438,559,2,28,21,8048,85.85
Garazi Gil Padrón,August,2025-08-29,E,7224,381,5,35,25,9030,96.32
Adriana Putellas Coll,August,2025-08-29,E,7672,493,4,24,49,9591,102.31
Lola Zubeldia Ojeda,August,2025-08-29,E,6976,403,1,52,25,8720,93.02
Inés Rius Badiola,August,2025-08-31,P,3471,369,11,20,18,4338,36.54
Berta Damaris Zubeldia,August,2025-08-31,P,3430,278,26,11,21,4287,36.11
Triana Duggan Cano,August,2025-08-31,P,12033,650,6,44,34,15041,126.67
Feller Caldentey Rubio,August,2025-08-31,P,10812,723,15,25,56,13516,113.82
Olga Sampedro Méndez,August,2025-08-31,P,10486,876,4,21,28,13108,110.39
Esther Banini Valls,August,2025-08-31,P,12521,1474,20,16,20,15651,131.8
Amaia Gutiérrez Peña,August,2025-08-31,P,13193,1328,6,50,26,16491,138.88
Lucía Rodríguez Szymanowski,August,2025-08-31,P,13419,1294,6,24,22,16773,141.25
Sheila Vidal Gabarro,August,2025-08-31,P,13445,986,7,39,12,16806,141.53
Enith Landaluze Goiria,August,2025-08-31,P,15153,1597,26,47,41,18941,159.51
Lorena Méndez Molina,August,2025-08-31,P,12280,650,26,56,11,15351,129.27
Ivana Pujol Muñoz,August,2025-08-31,P,12858,883,6,18,40,16072,135.35
Garazi Iraia Díaz,August,2025-08-31,P,14430,1294,20,21,17,18038,151.9
Enith Urruzola Elexpuru,August,2025-08-31,P,13587,1155,14,46,40,16984,143.03
Amaiur Putellas Sampedro,August,2025-08-31,P,14789,1445,8,36,42,18487,155.68
Garazi Gil Padrón,August,2025-08-31,P,14503,871,17,15,53,18129,152.67
Adriana Putellas Coll,August,2025-08-31,P,13335,917,28,55,34,16669,140.37
Lola Zubeldia Ojeda,August,2025-08-31,P,14674,1154,1,54,58,18343,154.47
Inés Rius Badiola,September,2025-09-01,E,2578,298,1,21,55,3222,34.37
Berta Damaris Zubeldia,September,2025-09-01,E,3381,401,0,44,40,4226,45.08
Triana Duggan Cano,September,2025-09-01,E,5299,442,2,39,36,6624,70.66
Feller Caldentey Rubio,September,2025-09-01,E,5723,321,1,31,38,7154,76.32
Olga Sampedro Méndez,September,2025-09-01,E,5714,550,6,40,23,7142,76.19
Esther Banini Valls,September,2025-09-01,E,5396,469,5,44,35,6746,71.96
Amaia Gutiérrez Peña,September,2025-09-01,E,6518,457,3,21,30,8147,86.91
Lucía Rodríguez Szymanowski,September,2025-09-01,E,7666,766,0,14,56,9583,102.22
Sheila Vidal Gabarro,September,2025-09-01,E,7364,863,4,32,23,9205,98.19
Enith Landaluze Goiria,September,2025-09-01,E,7041,749,0,14,44,8801,93.88
Lorena Méndez Molina,September,2025-09-01,E,5879,433,1,45,53,7349,78.39
Ivana Pujol Muñoz,September,2025-09-01,E,7305,623,6,47,18,9131,97.4
Garazi Iraia Díaz,September,2025-09-01,E,6322,522,7,32,59,7903,84.3
Enith Urruzola Elexpuru,September,2025-09-01,E,7125,430,7,51,54,8906,95.01
Amaiur Putellas Sampedro,September,2025-09-01,E,7140,717,5,50,18,8925,95.2
Garazi Gil Padrón,September,2025-09-01,E,7057,569,1,49,43,8821,94.09
Adriana Putellas Coll,September,2025-09-01,E,7246,518,4,34,29,9057,96.62
Lola Zubeldia Ojeda,September,2025-09-01,E,7266,439,1,46,40,9082,96.88
Inés Rius Badiola,September,2025-09-02,E,2544,133,7,42,43,3180,33.92
Berta Damaris Zubeldia,September,2025-09-02,E,2557,220,6,17,27,3196,34.09
Triana Duggan Cano,September,2025-09-02,E,5774,529,0,36,18,7217,76.99
Feller Caldentey Rubio,September,2025-09-02,E,4919,264,6,12,23,6148,65.59
Olga Sampedro Méndez,September,2025-09-02,E,5368,571,1,21,53,6710,71.58
Esther Banini Valls,September,2025-09-02,E,5220,565,4,21,23,6525,69.61
Amaia Gutiérrez Peña,September,2025-09-02,E,7541,634,6,16,53,9426,100.55
Lucía Rodríguez Szymanowski,September,2025-09-02,E,7158,418,2,41,13,8947,95.44
Sheila Vidal Gabarro,September,2025-09-02,E,7514,661,2,20,37,9393,100.2
Enith Landaluze Goiria,September,2025-09-02,E,7677,404,3,11,41,9596,102.37
Lorena Méndez Molina,September,2025-09-02,E,5164,572,1,23,17,6455,68.85
Ivana Pujol Muñoz,September,2025-09-02,E,6340,350,3,26,25,7925,84.53
Garazi Iraia Díaz,September,2025-09-02,E,7421,570,1,20,39,9277,98.96
Enith Urruzola Elexpuru,September,2025-09-02,E,6815,455,0,57,24,8519,90.87
Amaiur Putellas Sampedro,September,2025-09-02,E,6340,485,7,44,10,7925,84.54
Adriana Putellas Coll,September,2025-09-02,E,7095,796,1,38,41,8869,94.6
Lola Zubeldia Ojeda,September,2025-09-02,E,7185,426,2,31,59,8982,95.81
Inés Rius Badiola,September,2025-09-03,E,3027,359,5,46,35,3783,40.36
Berta Damaris Zubeldia,September,2025-09-03,E,3271,230,4,33,51,4088,43.61
Triana Duggan Cano,September,2025-09-03,E,6195,340,5,14,13,7744,82.61
Feller Caldentey Rubio,September,2025-09-03,E,5218,384,4,15,55,6523,69.59
Olga Sampedro Méndez,September,2025-09-03,E,6209,575,6,57,17,7761,82.79
Esther Banini Valls,September,2025-09-03,E,5681,327,0,17,59,7102,75.76
Amaia Gutiérrez Peña,September,2025-09-03,E,7508,895,2,36,17,9385,100.11
Lucía Rodríguez Szymanowski,September,2025-09-03,E,7418,649,6,38,48,9273,98.92
Sheila Vidal Gabarro,September,2025-09-03,E,6377,660,3,51,56,7972,85.04
Enith Landaluze Goiria,September,2025-09-03,E,6430,534,2,20,35,8038,85.75
Lorena Méndez Molina,September,2025-09-03,E,5264,270,1,13,28,6580,70.19
Ivana Pujol Muñoz,September,2025-09-03,E,7482,481,5,30,32,9353,99.77
Garazi Iraia Díaz,September,2025-09-03,E,7212,675,6,16,24,9015,96.16
Enith Urruzola Elexpuru,September,2025-09-03,E,7260,515,4,18,52,9075,96.8
Amaiur Putellas Sampedro,September,2025-09-03,E,6855,673,2,39,40,8569,91.41
Garazi Gil Padrón,September,2025-09-03,E,7205,546,5,16,42,9006,96.07
Adriana Putellas Coll,September,2025-09-03,E,6969,540,5,36,17,8712,92.93
Lola Zubeldia Ojeda,September,2025-09-03,E,6578,363,7,34,23,8223,87.72
Inés Rius Badiola,September,2025-09-04,E,2731,323,0,41,16,3413,36.41
Berta Damaris Zubeldia,September,2025-09-04,E,2758,236,7,32,40,3447,36.77
Triana Duggan Cano,September,2025-09-04,E,5095,337,4,23,22,6368,67.94
Feller Caldentey Rubio,September,2025-09-04,E,4952,357,3,31,58,6190,66.04
Olga Sampedro Méndez,September,2025-09-04,E,5916,612,4,20,10,7395,78.89
Esther Banini Valls,September,2025-09-04,E,5294,356,4,34,56,6618,70.6
Amaia Gutiérrez Peña,September,2025-09-04,E,7345,607,3,35,42,9181,97.94
Lucía Rodríguez Szymanowski,September,2025-09-04,E,7162,664,2,19,10,8953,95.5
Sheila Vidal Gabarro,September,2025-09-04,E,6520,365,7,17,43,8150,86.93
Ivana Pujol Muñoz,September,2025-09-04,E,6459,521,1,56,36,8074,86.13
Garazi Iraia Díaz,September,2025-09-04,E,6897,586,3,45,56,8621,91.97
Enith Urruzola Elexpuru,September,2025-09-04,E,6836,369,6,31,49,8545,91.15
Amaiur Putellas Sampedro,September,2025-09-04,E,6609,562,3,42,34,8262,88.13
Garazi Gil Padrón,September,2025-09-04,E,7450,688,6,28,55,9312,99.33
Adriana Putellas Coll,September,2025-09-04,E,6891,491,6,10,11,8613,91.88
Lola Zubeldia Ojeda,September,2025-09-04,E,6359,327,0,25,47,7949,84.8
Inés Rius Badiola,September,2025-09-05,E,2785,241,6,20,52,3481,37.13
Berta Damaris Zubeldia,September,2025-09-05,E,3294,384,3,29,28,4117,43.92
Triana Duggan Cano,September,2025-09-05,E,5393,440,4,44,45,6741,71.91
Feller Caldentey Rubio,September,2025-09-05,E,5849,571,2,24,31,7312,78.0
Olga Sampedro Méndez,September,2025-09-05,E,5103,520,7,25,29,6379,68.05
Amaia Gutiérrez Peña,September,2025-09-05,E,6766,704,1,24,10,8457,90.21
Lucía Rodríguez Szymanowski,September,2025-09-05,E,7525,857,3,51,15,9407,100.35
Sheila Vidal Gabarro,September,2025-09-05,E,7423,882,1,19,43,9279,98.98
Enith Landaluze Goiria,September,2025-09-05,E,6393,578,7,39,57,7991,85.25
Lorena Méndez Molina,September,2025-09-05,E,5679,343,1,21,24,7099,75.73
Ivana Pujol Muñoz,September,2025-09-05,E,6427,408,5,26,56,8034,85.7
Garazi Iraia Díaz,September,2025-09-05,E,6465,586,2,43,38,8082,86.21
Enith Urruzola Elexpuru,September,2025-09-05,E,7184,414,7,40,53,8980,95.79
Amaiur Putellas Sampedro,September,2025-09-05,E,7051,486,5,52,33,8814,94.02
Garazi Gil Padrón,September,2025-09-05,E,7079,390,0,27,40,8849,94.39
Adriana Putellas Coll,September,2025-09-05,E,7539,900,6,42,27,9424,100.53
Lola Zubeldia Ojeda,September,2025-09-05,E,6338,636,6,32,30,7922,84.51
Inés Rius Badiola,September,2025-09-07,P,2143,146,19,33,35,2678,22.56
Berta Damaris Zubeldia,September,2025-09-07,P,2625,298,18,19,41,3281,27.63
Triana Duggan Cano,September,2025-09-07,P,10555,907,10,36,46,13194,111.11
Feller Caldentey Rubio,September,2025-09-07,P,11880,1375,29,36,47,14850,125.05
Olga Sampedro Méndez,September,2025-09-07,P,10213,1045,17,56,25,12766,107.51
Esther Banini Valls,September,2025-09-07,P,11638,1291,12,13,36,14547,122.51
Amaia Gutiérrez Peña,September,2025-09-07,P,12712,860,5,26,20,15890,133.81
Lucía Rodríguez Szymanowski,September,2025-09-07,P,13419,1348,26,31,33,16773,141.25
Sheila Vidal Gabarro,September,2025-09-07,P,14084,1395,11,45,13,17605,148.26
Enith Landaluze Goiria,September,2025-09-07,P,12937,846,23,45,26,16171,136.18
Lorena Méndez Molina,September,2025-09-07,P,10601,1232,6,24,29,13251,111.6
Ivana Pujol Muñoz,September,2025-09-07,P,12913,951,9,41,26,16141,135.93
Garazi Iraia Díaz,September,2025-09-07,P,14172,1569,28,59,15,17715,149.18
Enith Urruzola Elexpuru,September,2025-09-07,P,14487,974,25,20,23,18109,152.5
Amaiur Putellas Sampedro,September,2025-09-07,P,14124,1264,4,37,21,17655,148.68
Garazi Gil Padrón,September,2025-09-07,P,12949,1493,17,37,48,16186,136.31
Adriana Putellas Coll,September,2025-09-07,P,14923,1462,11,16,58,18654,157.09
Lola Zubeldia Ojeda,September,2025-09-07,P,12783,884,29,48,54,15979,134.56
Inés Rius Badiola,September,2025-09-08,E,2298,226,4,55,16,2872,30.64
Berta Damaris Zubeldia,September,2025-09-08,E,2386,205,3,54,13,2982,31.81
Triana Duggan Cano,September,2025-09-08,E,5818,599,2,31,44,7273,77.58
Feller Caldentey Rubio,September,2025-09-08,E,5774,598,6,31,21,7217,76.99
Olga Sampedro Méndez,September,2025-09-08,E,4933,534,7,30,57,6166,65.77
Esther Banini Valls,September,2025-09-08,E,6119,560,5,43,28,7649,81.59
Amaia Gutiérrez Peña,September,2025-09-08,E,6584,652,0,25,25,8230,87.79
Lucía Rodríguez Szymanowski,September,2025-09-08,E,7647,551,5,43,42,9559,101.97
Sheila Vidal Gabarro,September,2025-09-08,E,7184,505,5,18,28,8980,95.79
Enith Landaluze Goiria,September,2025-09-08,E,6646,507,1,15,17,8308,88.63
Lorena Méndez Molina,September,2025-09-08,E,6023,619,1,38,36,7529,80.32
Ivana Pujol Muñoz,September,2025-09-08,E,6968,392,5,17,46,8710,92.91
Garazi Iraia Díaz,September,2025-09-08,E,6508,663,4,18,32,8135,86.78
Enith Urruzola Elexpuru,September,2025-09-08,E,7581,785,5,35,23,9476,101.08
Amaiur Putellas Sampedro,September,2025-09-08,E,6397,639,3,47,57,7997,85.3
Garazi Gil Padrón,September,2025-09-08,E,6452,358,7,17,21,8065,86.03
Adriana Putellas Coll,September,2025-09-08,E,7317,378,0,11,39,9146,97.56
Lola Zubeldia Ojeda,September,2025-09-08,E,7078,460,3,34,43,8847,94.37
Inés Rius Badiola,September,2025-09-09,E,2480,186,6,40,17,3100,33.07
Berta Damaris Zubeldia,September,2025-09-09,E,3394,251,0,21,47,4242,45.25
Triana Duggan Cano,September,2025-09-09,E,5581,574,6,26,19,6976,74.42
Feller Caldentey Rubio,September,2025-09-09,E,5691,548,4,24,40,7114,75.89
Olga Sampedro Méndez,September,2025-09-09,E,6137,567,5,59,13,7671,81.83
Esther Banini Valls,September,2025-09-09,E,5605,507,4,49,36,7007,74.75
Amaia Gutiérrez Peña,September,2025-09-09,E,6916,426,7,18,48,8645,92.22
Lucía Rodríguez Szymanowski,September,2025-09-09,E,6528,377,3,14,46,8160,87.05
Sheila Vidal Gabarro,September,2025-09-09,E,7006,435,7,44,41,8757,93.42
Enith Landaluze Goiria,September,2025-09-09,E,7674,555,7,36,21,9593,102.33
Lorena Méndez Molina,September,2025-09-09,E,6094,322,4,40,31,7617,81.25
Ivana Pujol Muñoz,September,2025-09-09,E,6480,509,7,11,21,8101,86.41
Garazi Iraia Díaz,September,2025-09-09,E,7463,523,7,49,51,9329,99.51
Enith Urruzola Elexpuru,September,2025-09-09,E,7605,494,1,13,39,9507,101.41
Amaiur Putellas Sampedro,September,2025-09-09,E,6888,447,1,38,42,8610,91.85
Garazi Gil Padrón,September,2025-09-09,E,7314,539,3,53,24,9142,97.52
Adriana Putellas Coll,September,2025-09-09,E,6527,329,6,55,35,8159,87.04
Lola Zubeldia Ojeda,September,2025-09-09,E,6622,667,1,30,10,8277,88.3
Inés Rius Badiola,September,2025-09-10,E,2756,211,0,24,40,3445,36.75
Triana Duggan Cano,September,2025-09-10,E,6014,444,5,45,39,7517,80.19
Feller Caldentey Rubio,September,2025-09-10,E,4909,585,2,48,26,6137,65.46
Olga Sampedro Méndez,September,2025-09-10,E,6002,562,7,32,10,7502,80.03
Esther Banini Valls,September,2025-09-10,E,5405,361,2,32,13,6756,72.07
Amaia Gutiérrez Peña,September,2025-09-10,E,6584,375,1,23,59,8230,87.79
Lucía Rodríguez Szymanowski,September,2025-09-10,E,7520,520,2,28,36,9400,100.28
Sheila Vidal Gabarro,September,2025-09-10,E,6707,354,2,18,41,8383,89.43
Enith Landaluze Goiria,September,2025-09-10,E,6844,357,4,57,38,8555,91.26
Lorena Méndez Molina,September,2025-09-10,E,6004,605,7,28,11,7505,80.06
Ivana Pujol Muñoz,September,2025-09-10,E,7164,551,4,33,18,8955,95.53
Garazi Iraia Díaz,September,2025-09-10,E,7388,628,7,15,56,9235,98.51
Enith Urruzola Elexpuru,September,2025-09-10,E,6404,530,4,49,38,8005,85.4
Amaiur Putellas Sampedro,September,2025-09-10,E,7227,447,0,21,20,9034,96.37
Garazi Gil Padrón,September,2025-09-10,E,7358,689,3,27,33,9197,98.11
Adriana Putellas Coll,September,2025-09-10,E,6894,411,5,35,41,8617,91.92
Lola Zubeldia Ojeda,September,2025-09-10,E,7588,702,0,36,51,9485,101.18
Inés Rius Badiola,September,2025-09-11,E,2466,288,2,34,19,3082,32.88
Berta Damaris Zubeldia,September,2025-09-11,E,2832,188,6,48,10,3540,37.76
Triana Duggan Cano,September,2025-09-11,E,5538,363,5,48,40,6923,73.85
Feller Caldentey Rubio,September,2025-09-11,E,5312,434,3,20,39,6640,70.84
Olga Sampedro Méndez,September,2025-09-11,E,5091,605,4,47,49,6364,67.89
Esther Banini Valls,September,2025-09-11,E,5131,462,7,54,46,6414,68.42
Amaia Gutiérrez Peña,September,2025-09-11,E,7632,577,4,45,20,9540,101.76
Lucía Rodríguez Szymanowski,September,2025-09-11,E,6617,454,0,25,20,8271,88.23
Sheila Vidal Gabarro,September,2025-09-11,E,7387,536,5,14,10,9234,98.5
Enith Landaluze Goiria,September,2025-09-11,E,7018,700,6,14,10,8773,93.59
Lorena Méndez Molina,September,2025-09-11,E,6213,491,4,13,58,7767,82.85
Ivana Pujol Muñoz,September,2025-09-11,E,6602,505,2,33,37,8253,88.04
Garazi Iraia Díaz,September,2025-09-11,E,6762,390,0,45,26,8452,90.16
Enith Urruzola Elexpuru,September,2025-09-11,E,6571,578,1,19,33,8214,87.62
Amaiur Putellas Sampedro,September,2025-09-11,E,6754,350,5,59,39,8443,90.06
Garazi Gil Padrón,September,2025-09-11,E,6453,548,2,35,59,8066,86.05
Adriana Putellas Coll,September,2025-09-11,E,6688,460,5,15,39,8361,89.19
Lola Zubeldia Ojeda,September,2025-09-11,E,6788,554,2,14,43,8485,90.52
Inés Rius Badiola,September,2025-09-12,E,3221,311,2,56,26,4026,42.95
Berta Damaris Zubeldia,September,2025-09-12,E,2488,159,6,37,26,3110,33.17
Triana Duggan Cano,September,2025-09-12,E,5023,456,4,32,47,6279,66.98
Feller Caldentey Rubio,September,2025-09-12,E,5410,338,3,32,58,6762,72.14
Olga Sampedro Méndez,September,2025-09-12,E,5596,459,1,49,38,6995,74.62
Esther Banini Valls,September,2025-09-12,E,4946,419,3,30,21,6182,65.95
Amaia Gutiérrez Peña,September,2025-09-12,E,7057,766,4,48,10,8822,94.1
Lucía Rodríguez Szymanowski,September,2025-09-12,E,7677,857,2,28,17,9597,102.37
Sheila Vidal Gabarro,September,2025-09-12,E,7388,485,3,38,32,9235,98.51
Enith Landaluze Goiria,September,2025-09-12,E,6701,495,0,27,14,8377,89.36
Lorena Méndez Molina,September,2025-09-12,E,5106,368,0,41,55,6383,68.09
Ivana Pujol Muñoz,September,2025-09-12,E,7236,760,2,32,13,9045,96.48
